Left Hand Side,Right Hand Side,Support,Confidence,Lift,Support_abs
Canhamo p/Aves » 600Gr.,Aveia Descascada » 4kg,0.0011748371248531454,0.23404255319148937,17.96180676665504,11
IDIA - Bebedouro Leiria Base Transparente - 80ml (Verde),IDIA - Comedouro Gaveta  ( Azul),0.001281640499839795,0.1263157894736842,17.39256965944272,12
Pet Cup - Mistura Papagaios Standard » 15kg,Pet Cup - Papagaios Amazonas Premium (15kg),0.0017088539997863932,0.1616161616161616,17.195592286501377,16
Pet Cup - Mistura Papagaios Standard » 15kg,Pet Cup - Mistura Psitacideos Classic (20Kg),0.0016020506247997437,0.15151515151515152,16.689839572192515,15
Canhamo p/Aves 3kg,Pet Cup - Mistura Papagaios Standard » 15kg,0.001281640499839795,0.1764705882352941,16.68983957219251,12
FELIX Fantastic Seleção de Favoritos em Gelatina - Jumbo Pack 44x85Gr.,"GOURMET GOLD Tartelette para Gato - Frango, Vaca, Atum e Salmão (Pack 24x85Gr.)",0.004806151874399231,0.23560209424083767,15.870089268899013,45
Calci-Lux » 500Gr.,Ferti-Vit » 200Gr,0.0014952472498130942,0.13084112149532712,15.507157222287947,14
Niger » 700Gr.,Perilha Branca » 3kg,0.0010680337498664959,0.15625000000000003,15.239257812500004,10
Canto Alegre - Perilha (800Gr),Aveia Descascada » 4kg,0.0010680337498664959,0.18867924528301888,14.480358799876278,10
Aveia Descascada » 4kg,Perilha Branca » 3kg,0.0019224607497596924,0.14754098360655737,14.38985655737705,18
Papa Branca Húmida TH Lipo Soft 4Kg,Papa Fly Amarela Raggio di Sole 10kg,0.001281640499839795,0.12903225806451613,13.728739002932551,12
Niger » 700Gr.,Pet Cup - Fonio Paddy (850Gr.),0.001281640499839795,0.1875,13.199718045112782,12
FELIX Fantastic Seleção de Favoritos em Gelatina - Jumbo Pack 44x85Gr.,"GOURMET GOLD Mousse para Gato - Coelho, Vaca, Vitela e Borrego (Pack 24x85Gr.)",0.004058528249492684,0.19895287958115182,13.02654413649178,38
Breedmax White (1kg),Pet Cup - Fonio Paddy (850Gr.),0.0011748371248531454,0.1506849315068493,10.607992584200225,11
Grit + Coral » 2.5kg,Pet Cup - Mistura Canários Mosaico Premium (20kg),0.002029264124746342,0.13380281690140847,8.948541247484911,19
Aparas Granuladas Pet Cup 20kg,Versele-Laga - Feno Nature Timothy Hay (1kg),0.0010680337498664959,0.2127659574468085,8.933307890468468,10
Pet Cup - Germinar Branco p/ Canários » 4kg,Pet Cup - Mistura Canários Mosaico Premium (20kg),0.0011748371248531454,0.12643678160919541,8.455911330049261,11
Pet Cup - Mistura Psitacideos Classic (20Kg),FELIX Fantastic Seleção de Favoritos em Gelatina - Jumbo Pack 44x85Gr.,0.0013884438748264444,0.15294117647058822,7.4973206036341224,13
Perilha Branca » 3kg,Pet Cup - Fonio Paddy (850Gr.),0.0010680337498664959,0.10416666666666667,7.3331766917293235,10
Papa Branca Húmida TH Lipo Soft 4Kg,Grit + Coral » 2.5kg,0.0010680337498664959,0.10752688172043012,7.089959109495685,10
Pet Cup - Mistura Agapornis Premium » 20KG,Pet Cup - Mistura Psitacideos Profissional (20Kg),0.0010680337498664959,0.11764705882352942,6.757849151930711,10
Pet Cup - Mistura Periquitos Classic (20kg),FELIX Fantastic Seleção de Favoritos em Gelatina - Jumbo Pack 44x85Gr.,0.0011748371248531454,0.11224489795918366,5.502350678491291,11
